ID,target
000137c73,7871165.751593869
00021489f,4058778.124344721
0004d7953,5634622.2971367445
00056a333,9631340.379524937
00056d8eb,3876668.707969625
0005fc190,3690972.5893084565
000787e86,5313654.106076236
0008510a0,4041825.7850807332
000895faf,4097351.1747276504
000986fba,7115960.192038899
0009efcc5,6142284.195325231
000dd8f00,3808659.8402746567
000e1cdc2,4364177.559542904
00103739c,3890666.0119308583
00134b367,4896116.669519947
001788d0d,6703952.768641346
0019c8ad7,5693595.14634578
001a267b9,4760002.86393478
001a85486,4449981.551291041
001c4de06,5601217.84905844
001f9014b,3684422.9665509844
00216fb94,5486565.55666461
00235690e,4978410.445606837
00240739d,6193796.4802791355
0024c3747,4818233.016228262
00297052d,5599554.679764717
002ab8f85,4344641.896703094
002bed5c0,5639965.781569441
002bf3974,11079635.403429018
002d23a26,4910795.409771568
002f27de9,6500117.045884467
0030d8bb4,4852401.885381635
003146acd,3807195.697362594
003223263,7360697.830693067
00335575e,10925472.570705723
00337cf9d,8067720.847350017
003394397,4420787.582898376
0036358a3,4131300.543290499
003770d30,5601877.944628942
003bed5ea,3836891.0799002233
003ea6427,7567102.170476691
003ef8132,6643799.712118717
003fd1723,8034764.128184603
0041861b4,2935836.773164961
0042b718b,3419948.946029795
004381d8f,6969007.329407409
0043ca764,4295467.391153821
004486837,8614829.526835894
0045c123e,7265711.624815046
0048915c6,4477292.286223022
004ab9a09,6989397.835827601
004b2e1c9,13049488.517050376
004c54732,3785367.044044753
004cdefce,3871212.402732768
004dd971b,8536590.712447401
004f9329b,4011412.5228188634
004fd2bca,3036183.071599699
0054bfedb,4766231.727951788
0054ec58a,2519929.9072699496
00551f45d,16063133.116478803
005777b4c,8053804.289918344
00578d6ea,5067622.971658455
005802488,7434996.057002135
0059833b6,11333526.10598113
005a70085,6933362.194754088
005b148a0,3856646.4337503123
005c28df4,4619315.380553244
005f8dc26,4357241.38785816
00603c202,13955930.360302934
006049609,3934997.5041006412
00612f47e,3757030.2747397153
00647a57f,4039339.348564104
0065853ee,3808659.8402746567
006589d5e,3592526.996646378
006598823,8560688.520912088
0065c093c,6901662.65501311
006738351,6160062.208381775
006a0c6a8,5193944.181917847
006e9efe6,9577465.09516274
006f029d3,4520141.889514647
0070f35a2,4462160.338161104
007135f85,3808659.8402746567
007285433,10192283.750107486
00735e101,3203502.341727198
0074ecf4e,4242946.210170625
007635fa9,4863875.189534176
007723613,5302960.028085245
007867da9,3814031.125103847
0078bfbd6,5954773.993083305
0078ce229,3788304.0581424115
007a89d50,4043053.4353090064
007d43dfa,4251330.988857976
007ee9e05,7158657.333281487
007ffeae2,4576813.520964712
00835c85c,5009029.457238805
0084b08f1,4837911.272325086
0087fb290,3780666.5474782595
0088a96bd,4985191.0983174285
008ac4292,7731311.110748736
008d8cca8,4017041.88390076
008e07b8c,6613965.959078419
008e5e25a,8251743.430185148
0094edcdb,6836161.645810506
00950141c,4489070.4540783595
009566ef1,8946095.739071844
0095c81d4,3808659.8402746567
0097a6ed4,4353305.760312207
0098fef9a,4911247.598283874
009b321ec,9849475.617004612
009cd681e,5512166.538229143
009f34f86,3841526.6261062375
009f35cd3,5124555.988468536
009f65109,7570585.714760148
00a19014a,5235474.7746826075
00a27e76a,3841833.7983980463
00a3b6ef7,4729014.5337565495
00a427603,4783663.920957309
00a6dc8be,5712286.534136495
00a811734,8292862.960615805
00a8f58a7,3767406.769653487
00aaae151,4053321.32135001
00ab17f67,4223989.936677678
00ac2d3a5,5377222.40590843
00adab1b6,5925323.489050053
00aef0d56,3781406.3593280325
00b0b06c4,4272081.05824036
00b0e2303,7173628.579722625
00b1fbbc9,3276633.239465762
00b43e0c1,8348978.851901473
00b7190a8,3994969.8887076615
00b722e1b,4174437.127028532
00bba815f,6658933.409054919
00bbb1c42,3992701.586635243
00bc2b665,3938545.275312283
00bc35689,7274073.491086123
00be23f52,7080362.5227850005
00be24ac5,7685991.845648354
00bfd0f70,5426189.890158501
00c02f73e,8760521.41908709
00c08e5b3,7136289.052497139
00c8690ff,4075938.9198667025
00c8df4d5,8235939.00107344
00c8e30de,5327191.458080173
00ca3fb04,7165665.219018925
00cabf621,3912730.2421510722
00cb48ae3,5534868.2918787785
00cb6b147,5623356.065781674
00cc91a22,8453365.700696494
00cd65e9d,7195169.0281455
00cd7d6a8,4994334.421128675
00cdc1483,3824408.677122006
00ce9bea5,8409264.654473653
00cea0091,7067735.843696009
00cea68c6,5585305.834439499
00d5a5975,7114329.921626667
00d80a3a4,25712845.397556692
00d9f3864,2574088.5933794235
00da4bd31,9114585.29196168
00df4dd77,3671101.3359574256
00e1a55bf,3801311.1627194737
00e332971,3961743.146357135
00e5b6b1b,5425712.275096095
00e85d5e3,3902880.3717599567
00e90abfa,4057736.517704714
00e9708b4,4396966.736805691
00e9c680f,11895862.99099457
00eaa4394,6270968.576799438
00eae8832,7979564.203951988
00ebefdc0,5284318.078761499
00ecbcb1b,6215530.0011109905
00ed49382,8901787.7807725
00ed87564,3706291.935215382
00ef96cfd,802243.1983784739
00efe7ca3,4622581.05374145
00f36aa18,4054148.1899201935
00f3fb071,5351501.853830655
00f43f548,6750938.747940449
00f4d58ec,3808659.8402746567
00f56e106,3917868.3929451066
00f84d8c2,5110578.865247677
00f92953b,3841135.687290954
00fa1d469,9056641.189750824
00ff96f49,6612044.6876903605
0100ce0d8,9373997.004775995
0102ea9e1,3816833.712772753
0104b3af3,4384459.950935225
010672441,3808659.8402746567
010771ca5,4160141.1148318313
0108aea9f,3808659.8402746567
010a479e1,7409242.266819684
010d0a2dd,9034596.381553948
010e3cea2,3792786.1400671643
010e5417b,9257272.639911802
01108a561,2395653.9425182883
0110cca98,5069381.369704255
011449698,3606498.5179612995
0114795f0,6522955.0109817665
011626c20,10060872.869576858
0117c8f27,4449968.58047101
0117dcb47,10085316.096157718
0118c34be,4771263.661866709
0119efcb9,4277633.450632429
011a58e13,3807792.6943096723
011b7902b,10460868.234827967
011ca122e,9047682.384845305
012053244,5525259.618430023
0122a258e,3016959.3539860984
0122a4305,4002054.9966920814
01230d8ba,3808659.8402746567
012414f4e,8172348.342511983
012452125,7446944.211350173
0124529b5,3063182.0540293083
012556288,4563368.219800748
01257c24c,5055568.697160557
01258b972,3787109.498415788
0125b64db,3919552.558050964
01295ef92,4230344.701894446
012a2752f,3808659.8402746567
012b6ba95,7761094.843636529
012b96b58,7340036.066278824
012e881b9,4572351.924465641
012f25e94,3680479.25811542
012fa70bb,4352652.408948982
01304fc0a,5682128.517153926
013230913,5878258.66104169
01336ceb8,4300529.34524931
0133b85e7,7055700.505157243
0136f8766,3833846.7714639264
0137356b9,4231266.397970116
013750184,2981769.910544959
013a3f07c,4359387.832701102
013cc1c13,3840831.7808317035
013e96334,8161097.312189325
013fae0b1,3895504.029833552
014076343,4157232.2009537513
0140ea0ba,4252961.063919801
0143ee127,2971788.9860357465
014461014,8988358.30307615
01446634f,3520948.326575741
014729fb2,8477150.620957699
014749c88,5883258.288588908
014787fc1,6135042.66326788
014a6143c,4801385.705874193
014af25cd,8515947.79255292
014b5797e,4645004.796620691
014badcb1,5289465.515575065
014c523b1,9854964.017255474
014e55fdb,3916527.466098822
014ea0456,4561577.620287828
0151cc525,5611520.487458393
015409983,5002148.785728121
015411bfe,6955974.679322521
01560b792,1651347.030627911
0157b07da,4775682.958574371
01587bbbc,5296141.289103854
0158ba234,7104530.392046508
01590d52a,10514781.722391378
015a40790,4687200.631593736
015b07817,5972312.720550063
015fc3313,11988280.666817224
01604ee4b,3808659.8402746567
016054375,5299774.037557989
01642dec0,10260225.655381205
0166ab5ea,4314577.874135577
016b405be,3277390.6921214084
016bdc940,8381271.91148647
016c31d1a,2261544.396482314
016d290da,6791794.938776781
016decdd2,5153086.375593731
016ee1214,7185536.540806764
016efef23,3800913.4751173304
016f60448,4055032.1975067896
017029678,5576901.391605304
01704d4ca,3887891.1928841947
0172638ce,4376881.871262807
0173e6be5,3808659.8402746567
0174ed320,3975968.2212708606
017623c5c,3808659.8402746567
017a4044f,5349044.192310026
017a6c7f9,4358059.458736905
017ae7ac3,4773304.976196996
017b80d83,5019546.187409642
017d9f1a4,6760738.711757825
017e22e34,8149809.003356546
017e9a902,4226061.552784088
0180f14e9,3767537.8799439017
018148c57,5832547.055966701
018166b42,6160464.874839186
0181a6d0e,4261537.604163144
018283661,3975637.029262708
0183f9b32,3369744.3189300178
0186cbba4,12426473.494838731
0188bc86f,4181725.879772979
01890383f,5967739.210994137
018965366,3807271.055943083
0189c8ab0,4611703.4743969
018d514a2,5132219.802650995
018d765bb,3764330.4818429844
018dbbe73,3760429.6019392735
018de39ca,5559808.808330324
018fd935f,3843280.2054226357
018ffc9fa,8092665.694600076
019372984,5274131.692885728
01937e592,3769429.7036639317
019381521,5970156.829128475
01952e574,4309381.865308547
019540ad9,8600717.999611927
01955815c,3842731.348567683
0196be03d,3958717.2378235008
01978c738,5962391.887786949
0197f607c,9006521.217950575
01980e862,3808659.8402746567
019823615,3876668.707969625
019ab3785,8213187.4440721655
019c0d544,3983398.364385151
019c5ad1d,3808659.8402746567
019cff829,3808659.8402746567
019ed3e51,3808659.8402746567
019fd88df,6591092.544465021
01a0a9e06,3808659.8402746567
01a1f927c,3808659.8402746567
01a4d6c6c,4245451.614515073
01a697820,4988431.220397021
01a72cedb,2541018.373219056
01a900d08,7665556.723110347
01a960c35,7142435.997287509
01aa854be,3795926.408718865
01ab08b6a,3238066.8576729572
01ad8126b,9007573.6762739
01af69076,4332412.020131641
01aff9a04,4132254.6050596293
01b128a94,5683526.442437297
01b1e697f,5189778.563103905
01b3159e1,4086401.3649208993
01b342719,6687601.173661476
01b375dad,3859047.260441336
01b6d93e9,6610951.79537259
01b6e8722,4285662.284754821
01b728f6c,3906007.8816294726
01b784536,6179655.465805866
01b7d0580,8683480.592143718
01b7defea,3860883.026756776
01b80bb3c,7172676.44541165
01b8c1484,3862388.3043799796
01bbb0d76,3822371.877954042
01bc848d9,6948812.487669193
01bd8211e,4393063.036562567
01bdda11d,5488413.236441286
01be390b4,4837213.3019533865
01be6122c,5434367.280777663
01c1d1fb0,5097015.780377491
01c33d5d2,3887976.2788952873
01c34e2ff,3685439.2734987857
01c362322,4897541.178085306
01c553e1a,6376596.040849743
01c65531d,5476413.372292621
01c6933d0,15781480.061141323
01c74c797,4715435.708420319
01c7eafe8,6439794.074209389
01c81cd35,12859214.879878206
01c898445,11269044.758220233
01c9fd3a7,4179198.482106193
01ca7113f,3857506.952987168
01cb0f6ea,6942651.187179935
01cc582f5,1939464.5612653107
01cca8141,8515370.241625218
01cef01a2,2287883.4718186636
01d10e85d,5885523.731302936
01d193713,7979028.484385634
01d2fecbe,3327849.3998901723
01d38c28f,4060728.397253591
01d396bc2,4214468.298401713
01d7bfe15,5437187.443780685
01d8282f2,8034518.444020718
01d94bd22,3649537.204312781
01da2afeb,4404113.496683327
01db02cda,4620980.2044878425
01dd4ee95,3808659.8402746567
01dd8785b,3571898.4945657104
01dff0d9c,4157523.532979405
01e04a9fb,3918164.3754588915
01e06a9f0,3784451.18675822
01e1970fb,5692918.092900893
01e1ee7f9,7750516.889659254
01e37465e,7505194.688505915
01e38e47e,3984055.7905365736
01e6618b1,3792226.116443061
01e8de681,9030714.86407763
01e9513b2,3808659.8402746567
01ea633f5,4720719.358390451
01eba0824,6948547.266706428
01eca1d02,5303902.887829381
01ed1f78a,5478915.601684979
01ee29ec7,11115691.568955606
01eed81f9,6888770.905998299
01ef1d226,10582468.815382376
01f0030e3,6733115.753394346
01f15fad3,3948685.5285695847
01f330ffe,7069224.6273363475
01f39eb1e,3187366.1917305165
01f44549a,8179964.2903597215
01f5a652b,3870410.593651278
01f889c84,8272553.143408092
01fa9c31e,8889841.712207474
01fd4e7e9,6509743.171523037
01fde1134,5236735.69341279
01ff14471,6349212.1258743815
01ffa7fbe,4476515.527089798
02001f60c,7914654.692449736
0201ea0a0,5374066.245148217
0201fe232,5102036.803409644
020699f8e,7364422.713613704
0206a24ce,10482029.989662118
0206bfd06,3935850.4689291287
020741219,8922444.180899356
020816bdb,4218184.028257234
0209a7570,4298390.029146387
0209bf7b8,6589630.045211671
0209d2fd2,3801803.3329477785
020b294bd,4493136.138432332
020b5b442,7103039.349791854
020bd2d15,3465467.7437817524
020eaebb2,5429170.702272513
020ed0585,4583815.998016571
020f67b89,7240076.698457358
02118146a,2906615.1518264124
0211c154c,9219571.954508841
0211f9abc,7564470.457436152
021257ae5,10242005.91744575
02135d6ab,8105265.012186707
02170db23,3645110.7740494586
02180e987,4387927.606442371
0218218c1,8599439.80560044
0218cd3d7,8543156.983094677
0219f8398,7839630.482386789
021aee575,3542765.7077467623
021bd4dca,5182096.809168356
021da9216,4318502.035629587
021ebd418,3691003.8425623844
021fd795a,2913020.063504286
02223cd36,5787699.916433229
0223c16c1,3914106.768675944
022678dd2,4974004.754867233
022792b0a,5674222.970480391
022804284,5449372.37018793
0228aa82d,8169643.987497616
0229e75c4,3792392.5764597296
022a8c2f7,7528231.4157919865
022cb2631,4312862.276181557
0230d4064,12702992.060724067
023377ebc,7739066.698822687
02342e4f7,3821059.4295777204
0235e2eab,6452064.355937821
023990ec3,3676955.230475936
023ac9a3c,5111162.90549877
023b81381,3837797.943973865
023fa6bf0,5967760.050919368
024078072,4247949.445661504
0241d1cc7,6435706.907798662
0241dbd70,6885909.732585083
02423aea3,6497198.545567013
0242e62ca,6206613.250974511
024306e5d,4361424.6212745765
0244ca2e6,3808659.8402746567
0245590f8,3996868.2756461
0246d6ee2,5970971.282026329
024739c7d,7112652.419214207
024766f47,3287135.6215787604
024813220,4217314.635164144
024890eac,5373985.569557843
024c65d46,6204383.319080907
024c8f9db,8795066.855369894
024cbb5b4,5496401.882828807
024d9058c,7367805.644431726
024fe32af,8593658.180832628
025045845,13234765.975561699
0250eb809,3920990.1432380336
025179e5e,3700330.6157159437
02537cf5e,4432710.4745761175
0254223d8,3948605.4104994917
0256c0b0e,12502179.703700699
025774ca3,6790200.182836541
025786cb9,3825039.3867251705
0257e2b97,3934720.841911
025994da9,4422205.081717717
025a2f31f,3820356.668801686
025a544da,4340255.450002497
025a96ed9,7076832.266518336
025abdc92,7031070.917890096
025ba7d70,4798639.14213028
025c222b3,4699052.774480235
025c7bb5f,3771301.178483921
025e5d770,5085320.5306966575
02635ccad,4523851.572074649
02648787c,6719872.625783681
026756d03,7594350.2483565
0267a271c,4495886.368925769
02681ecec,4781788.963799855
02697d7c3,8805920.79605342
0269a6f71,3884903.03870902
0269d314c,4847391.363283128
0269dba28,5512620.201918974
026a61d88,3236448.301405204
026aeaa2c,4022886.410097951
026b02a83,6569586.950477382
026baed22,4620874.335178141
026c4e17b,3666247.0807099007
026c5991c,7939931.038848457
026cf59d9,5344937.360007175
026cfc392,2092959.0976210276
0270a390f,5802945.915062215
0270be3af,4944926.184245673
0270e156b,5423081.846936811
027124809,8416444.216062116
0272c405a,7247681.241748637
027400cb8,3491963.8908934444
0274ce8b8,3925530.0568004856
027769b10,3777405.2885443773
0277d96d0,3883564.4104329245
027a21566,3808659.8402746567
027c75423,8154899.804814959
027cc80a8,6602495.417882306
027d5aea6,6638507.580900439
02865c5ec,9848838.508205682
0287280ba,4717907.3346127905
02898064e,4132350.215595813
028988631,7122074.065229277
028a5c0d4,7314211.810378592
028da53a4,6519172.17372623
028ee267a,3968157.971942513
0292f2fc5,8417427.448434295
02975edfa,4183767.0979385027
029a9db2e,3836011.746928494
029b14b56,3908295.795344836
029bbe7d3,3865686.7155873347
029c1e398,3297163.3432965293
029da4b41,3883609.683541199
02a0c1918,7385778.046322712
02a2a1bdf,7620417.013971486
02a2c00e0,3744196.2109361067
02a31514c,4944979.048178461
02a3dc04d,8036363.297943889
02a565b91,3975778.013643767
02ac98fd5,4164315.793567545
02adff31a,3808659.8402746567
02affe93a,3808659.8402746567
02afff518,8521939.340427333
02b000198,1747416.4897257183
02b0b4bae,4390834.3298328435
02b0c3fdb,6114686.641177586
02b220cf1,7490911.940771278
02b25ade0,3808659.8402746567
02b413bb1,7812779.8953120345
02b4aaba1,10427863.32850648
02b67ff32,4823510.278638288
02b71a6b2,6435433.807256154
02b79188f,4540992.994058035
02b8961fc,6598643.131428809
02b96ff6c,4635363.157504696
02bad4594,6811607.985602982
02bbd7b9d,9760113.772558292
02bcf8e90,7933386.023103224
02bde66d2,7379001.128702521
02bfe3c59,8297796.698155142
02c119238,5976085.837907921
02c16cb74,4477116.939180913
02c475e65,4991371.825049528
02c4d224b,3905393.201351457
02c6d9700,3829975.9896888123
02c74523d,8478208.936930189
02c7c5e05,4102928.8742429647
02c8a1f80,2486965.1209796397
02c8c7175,4091209.1144596566
02c91d25d,5685894.446246615
02ce4321f,3808659.8402746567
02cfae275,9776251.062386759
02d07cb78,10891334.960315611
02d147e50,4502201.656468642
02d173c38,3605783.325506334
02d1a1e82,4002595.7581455125
02d2dc64c,4212277.060881699
02d3dcc5a,9330554.945126241
02d67ed4c,8357453.068887035
02d682de1,8011881.059808027
02d72b46d,4442953.713727233
02da114c7,4395866.74165885
02da41c7e,7903335.133731737
02dad771a,7171512.801018033
02db2bb9a,645871.7276811143
02dc20d11,6972655.980116703
02dc3b94d,3808659.8402746567
02dd17f6f,3946936.9038034226
02deaaed6,3822931.96790157
02dfd3b7c,5669027.097579199
02e0b923c,4142794.7590413
02e23559a,6471000.460102786
02e2acbaa,3820559.6528772893
02e5349d9,4326232.60018537
02e6bbef5,4320389.434670037
02e7849bb,4766337.400355213
02e80faad,3734434.605959967
02eaec8f8,4318316.167107763
02edb9180,14784485.876002979
02ee21874,3822494.489765017
02ef3cdc7,4195798.700115465
02f18ce31,5044377.861626746
02f20fa4a,3882734.516331505
02f492e98,3792069.0492825466
02f7d06a3,3789211.7797220037
02f8c9d39,11766133.204461612
02f928f97,6434073.468495888
02f97eb4f,5086931.276168694
02f9cc844,4753309.757306237
02f9f46ac,4020534.897785101
02fb07a76,5163949.862422112
02fb4683c,6151894.389871833
02fd708e8,8635013.372299742
03026bfdd,4876510.319915102
0304186ba,4162599.6589555526
03052941a,4647604.607268789
030553c29,4526763.836382773
0306f5c13,4038649.848416433
03078adf4,3590564.755559006
030a2297c,3800148.8872416574
030b9a986,7800723.895666059
030bbd54c,6717089.140344366
030d81f86,4449881.445812256
03101eca5,3932068.3515260164
0311bb483,8080194.887637249
03121027c,11419707.670397105
0312ea7f8,4297060.495218462
0313323d7,3308143.158794198
03148fa17,6089433.116997269
0314aa65d,12876249.478324825
03156f66a,3725160.119714233
031775c5a,6881548.010678714
0317cd26f,4876516.251954809
0317dc1c8,5181427.11554646
031959763,9564069.787357422
031961e5e,3639879.968094467
031a6f52d,4377392.996238776
031af41a0,4816348.84565629
031be3013,4084849.8167099953
031c054a3,5448274.309219602
031e02d13,6348995.299229341
031fe6025,4112662.1329680793
03226e167,10485946.4499736
032313121,3944174.082830165
03252fdf8,5741090.709891262
0325ef5e3,9838615.118919551
03278afaa,4881532.692377383
0329abefe,3839876.024459101
032b82f0c,4063832.0108839567
032cb3413,4496451.946346307
032f7abe9,7587847.7098124055
032fd3cf7,6167388.63782673
033135e05,10036807.623456748
03316e7c8,4928349.105147681
0333c53fa,3247547.3572712718
033611b09,3855878.6543152477
033656403,5134205.429458334
0337427ab,3808659.8402746567
0338d1fb6,4806596.540877655
033948435,14924097.424499944
033b70fcb,3864229.759267493
033d3323b,5258476.69238803
033db5f65,3800441.0796020953
0341af76c,3888859.9286706806
03434b4b4,4736601.236141612
0344e4977,12376265.639115646
0346fb76b,8078253.096732792
034ad33d6,9521610.871540064
034af5dae,3597397.272951304
034b70bda,6440932.396293295
034f2607b,1929356.5051985264
034f28339,6791746.789417398
034fb173b,3626854.153001735
03504923d,14379467.855311181
035226e6e,3596628.50896558
035585d5c,7322650.564798848
035643e2b,4095725.953993027
0356dfccd,4838646.404091756
0356fc880,3920080.8165176637
03578cd16,3902132.0131381704
0358c22f6,4100979.2577803284
035a91cf2,3796047.3382087294
035b789d2,6904633.751073531
03610ecc7,5892071.963354363
03656e62f,8051759.954366407
0365b7b3a,8606534.773322273
0365f0a9f,4538116.853203753
0367cb231,4679103.970146842
03687090c,3808659.8402746567
036b2dd1e,5959959.886509034
036f3dd40,4039719.2053802847
03700787a,4049811.8754056874
03705c6ef,3808659.8402746567
03722e7be,3808659.8402746567
037248721,6613495.922010807
037269293,9500086.85105308
03782136e,10031708.09061374
03796cf0e,3620737.9563244516
037dc14e7,9012419.765803462
037ec2166,3808659.8402746567
037f61da3,4507680.76435881
0380c62db,8004742.310316653
03857cb43,4084666.2379837283
0387bf802,6037303.510761879
038838fee,3831291.142149652
0388b0dc1,10643517.221714865
038ad1732,4430268.639888191
038b7c09a,8858151.857015792
038c061e1,3808659.8402746567
038da9843,4335934.883169261
038ded2fe,6027741.866261615
038f623c2,7531267.537256839
039105297,4724634.124252054
0391c19bf,4810987.047502683
0393e0694,3911043.6494530346
03949736d,12818953.473145917
03959e9a9,9190048.647800988
03968aeb0,3790530.427914311
039a844b4,4833524.1096869195
039e289ac,8757298.077425996
03a062fbb,8084484.640302737
03a4623d5,3831455.2781384303
03a546322,3852586.1666543866
03a5c6003,3808659.8402746567
03a5f4351,4244310.263483918
03a81c915,7768398.198333241
03aaf818c,6151057.380196907
03ab8fc70,9001888.607842635
03aea7af1,9446268.178751688
03b10328e,5468146.538684258
03b27dded,5193317.830546234
03b46ad5d,6620819.9382065395
03b4b4a3e,3757989.086654597
03b67d81b,3808659.8402746567
03b6c19da,3998254.1394377262
03b835ca7,4122222.550698809
03b882553,6951341.669115208
03b99b5f9,7274967.516360097
03b9a2af2,11446586.74621149
03baf448a,9763259.746382132
03bedbe9d,4735839.697012798
03bfd20b9,3808659.8402746567
03bfe3bc5,3313551.456848019
03c18ac69,5177512.807182501
03c27a2bf,4497035.97659045
03c760f76,7955009.757240645
03c8caae7,5100443.952773391
03c9a65f8,4745010.194309568
03cdb39c1,9845853.144871939
03d4bd5b8,4346006.297642667
03d73e9c5,8139266.062318172
03d854501,3673491.933577087
03d893c26,6839560.526081765
03da7d69e,4433995.190615003
03db05222,3636330.321503467
03dc6875e,2752691.3339606104
03dfb0bd7,5665302.848984108
03e09458b,5947785.465679915
03e10ddf7,7071119.221935151
03e28b99f,4503858.3619898595
03e58b888,6523868.973810707
03e592e94,5944396.6427844
03e755a97,5436441.099999812
03e78798a,9184302.13794564
03e823704,3876600.8413274908
03e882a88,3865135.6847975724
03e897c29,4315929.133949472
03ebad6bc,5735780.984187924
03ebf5ecf,2617172.4547112626
03ec3ab4e,3699092.5329344035
03ec5eed1,9329916.330747522
03ed5c911,6791718.07565502
03ed976ab,4346608.795417334
03ef34c90,3643009.6543991915
03f203cfa,7284930.963076533
03f3c8c46,4175356.7307058987
03f492c31,6980694.820576075
03f5b5e4a,3982412.25694698
03f6822ee,4399966.643860505
03f6de512,6476123.753977718
03f73ef0e,8409242.756673073
03f74f010,7971866.650124478
03f82bc6c,6861432.162620891
03fa0306c,6925450.227594595
03fc7fa27,3720056.770749181
03fe6e716,6941142.579089623
03ffe3f49,4599797.616449489
04023973e,6065212.592150415
04042f2d4,11007260.845637618
04045c3a4,5346938.924639546
0404fb8e2,4907428.55130155
0406e6e47,6285016.888863189
040951939,3879743.055804715
0409890f8,4990764.090165162
040ca2949,3965747.0490666335
040f6b98c,7874159.531179072
040fb51e2,8389113.527399259
0411c1468,5997134.0285045225
04127fa80,6842120.401434278
0412f421d,5002343.009971209
041346d0f,3808659.8402746567
04137899d,9878735.017520571
0419a598f,4037021.330868381
041abacf2,7417338.851008541
041ac253e,3301724.5344141633
041ae628c,4383995.7906839885
041b2eaa1,2877018.130719142
041d211ec,4037236.016431009
041d6aa88,5660565.623734341
041e0fa5a,7094006.357055294
041fec996,9438844.358751372
042091615,8320252.303418737
0423774bc,4138182.6067800396
04245c9ab,4697109.765173659
0425713aa,3207806.4489443996
042576594,5963055.007312651
04258a134,3827628.9786430774
04290d6e3,4409205.174567674
0429ef94f,8831049.184360906
042acad39,2589867.06317272
042b75b8b,6177732.82706877
042b8215b,14589604.87198428
04305a384,3808659.8402746567
04314d3a3,5027582.361343413
04315db05,7771826.240692004
04345543a,4674811.629730205
043593500,5488539.837086721
0436f2c86,4290669.705007712
04370ab18,4691080.957038273
0437281f5,9342989.630367773
0438dc28d,3808659.8402746567
043be1af1,4077936.5984219043
043c23fbe,2950078.7834980916
043dce29d,3844376.2118239673
043e4b825,4087032.791160292
043f5244b,10070081.09154769
043fd2e42,4333992.775597207
0441a98fe,8254315.663966672
044541178,5979092.463597859
04457b1e5,3920018.6431135098
04462ec86,3896522.040418057
044683ae6,5630919.3218555
0448aa36f,3790464.977214261
0449d0137,3852850.3631540956
044b95f86,5994270.272494731
044b97b6c,7466656.062221333
044c7fd20,6772600.956391601
044c8dfd9,3889873.560501829
044d8ee8d,4866660.650954271
044eb2751,3808659.8402746567
044efc778,4071283.735561347
045082aa1,6281477.254125375
04518a146,6895783.185677277
045239fe8,1906542.2333334014
0453a3e09,11646264.121761624
0454417ec,10890391.55612382
0454de019,5783580.456746454
04562691c,6120039.256779851
0458a04a0,7639381.490308705
045901f6a,5485687.112134688
045986d3a,3808659.8402746567
045bce540,6412335.426731362
045ce5b8c,5616620.340529451
046021d41,4305538.87997313
0462e36a5,4531789.873015354
046526fe2,9734566.395760506
04655596d,9465139.462572308
04658f5b6,3919071.904654747
046692f4b,3963149.157367649
046868511,4970368.567046089
046892828,3808659.8402746567
046b3d7ef,5852294.4483212065
046c924e3,2352552.381577768
046e2664e,7652812.214529193
046e3b5b4,8954496.122268261
